t,OR Category L1,OR Category L2,counts
-3529,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3528,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3521,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3516,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3515,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3514,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3512,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3510,Clients Products and Business Practices,Advisory Activity,1
-3508,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3507,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3504,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3502,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3500,Clients Products and Business Practices,Advisory Activity,1
-3499,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3493,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3490,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3489,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3481,Execution Delivery and Process Management,Clients' Accounts Management,1
-3481,External Fraud,Theft and Fraud (External Fraud),1
-3479,Clients Products and Business Practices,Advisory Activity,1
-3475,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3474,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3472,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3468,Execution Delivery and Process Management,Clients' Accounts Management,1
-3468,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3461,Clients Products and Business Practices,Advisory Activity,1
-3461,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3455,External Fraud,Theft and Fraud (External Fraud),1
-3454,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3448,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3447,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3445,Execution Delivery and Process Management,Clients' Accounts Management,1
-3445,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3439,Clients Products and Business Practices,Advisory Activity,1
-3438,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3434,Clients Products and Business Practices,Advisory Activity,1
-3431,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3430,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3430,External Fraud,Theft and Fraud (External Fraud),1
-3424,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3413,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3412,Clients Products and Business Practices,Advisory Activity,2
-3409,Execution Delivery and Process Management,Contractual Customer Documents,1
-3409,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3407,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3403,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3402,Execution Delivery and Process Management,Monitoring and Reporting,1
-3402,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3398,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3397,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3396,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3391,Clients Products and Business Practices,Improper Business or Market Practices,1
-3391,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3390,Clients Products and Business Practices,Defective Products,1
-3381,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3377,Business Disruption and System Failures,Systems Failure,1
-3375,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3374,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-3371,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3371,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3368,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3367,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-3364,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3363,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3360,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3356,Clients Products and Business Practices,Advisory Activity,1
-3355,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3353,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3350,Clients Products and Business Practices,Advisory Activity,1
-3350,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3349,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3347,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3346,Clients Products and Business Practices,Advisory Activity,1
-3346,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3340,Clients Products and Business Practices,Advisory Activity,1
-3340,Execution Delivery and Process Management,Clients' Accounts Management,1
-3339,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3336,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3335,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3327,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3326,Clients Products and Business Practices,Advisory Activity,1
-3322,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3319,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3315,Execution Delivery and Process Management,Clients' Accounts Management,1
-3315,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3313,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3312,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3307,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-3306,Clients Products and Business Practices,Advisory Activity,1
-3304,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3301,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3297,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3293,Execution Delivery and Process Management,Contractual Customer Documents,1
-3293,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3292,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-3287,Execution Delivery and Process Management,Suppliers,1
-3286,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3286,External Fraud,Theft and Fraud (External Fraud),1
-3284,External Fraud,Theft and Fraud (External Fraud),1
-3283,Clients Products and Business Practices,Advisory Activity,1
-3283,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3282,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3277,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3277,Internal Fraud,Theft and Fraud (Internal Fraud),1
-3276,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-3275,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-3274,Clients Products and Business Practices,Advisory Activity,1
