"t","L1_cat","L2_cat","counts"
-612,"EDPM","TCEM",5
-611,"EF","EFTF",0
-611,"EF","EFSS",1
-611,"EDPM","TCEM",3
-610,"EF","EFTF",0
-610,"EF","EFSS",0
-610,"EDPM","TCEM",5
-609,"EF","EFTF",1
-609,"EF","EFSS",0
-609,"EDPM","TCEM",7
-608,"EF","EFTF",3
-608,"EF","EFSS",2
-608,"EDPM","TCEM",11
-607,"EF","EFTF",0
-607,"EF","EFSS",0
-607,"EDPM","TCEM",7
-606,"EF","EFTF",1
-606,"EF","EFSS",1
-606,"EDPM","TCEM",6
-605,"EF","EFTF",0
-605,"EF","EFSS",0
-605,"EDPM","TCEM",5
-604,"EF","EFTF",1
-604,"EF","EFSS",0
-604,"EDPM","TCEM",7
-603,"EF","EFTF",0
-603,"EF","EFSS",1
-603,"EDPM","TCEM",7
-602,"EF","EFTF",0
-602,"EF","EFSS",0
-602,"EDPM","TCEM",7
-601,"EF","EFTF",3
-601,"EF","EFSS",2
-601,"EDPM","TCEM",8
-600,"EF","EFTF",1
-600,"EF","EFSS",3
-600,"EDPM","TCEM",8
-599,"EF","EFTF",1
-599,"EF","EFSS",0
-599,"EDPM","TCEM",6
-598,"EF","EFTF",0
-598,"EF","EFSS",0
-598,"EDPM","TCEM",6
-597,"EF","EFTF",0
-597,"EF","EFSS",1
-597,"EDPM","TCEM",9
-596,"EF","EFTF",1
-596,"EF","EFSS",1
-596,"EDPM","TCEM",3
-595,"EF","EFTF",1
-595,"EF","EFSS",2
-595,"EDPM","TCEM",7
-594,"EF","EFTF",0
-594,"EF","EFSS",2
-594,"EDPM","TCEM",8
-593,"EF","EFTF",2
-593,"EF","EFSS",1
-593,"EDPM","TCEM",1
-592,"EF","EFTF",1
-592,"EF","EFSS",0
-592,"EDPM","TCEM",6
-591,"EF","EFTF",0
-591,"EF","EFSS",1
-591,"EDPM","TCEM",5
-590,"EF","EFTF",0
-590,"EF","EFSS",0
-590,"EDPM","TCEM",6
-589,"EF","EFTF",0
-589,"EF","EFSS",2
-589,"EDPM","TCEM",6
-588,"EF","EFTF",0
-588,"EF","EFSS",0
-588,"EDPM","TCEM",4
-587,"EF","EFTF",0
-587,"EF","EFSS",0
-587,"EDPM","TCEM",13
-586,"EF","EFTF",0
-586,"EF","EFSS",1
-586,"EDPM","TCEM",6
-585,"EF","EFTF",0
-585,"EF","EFSS",1
-585,"EDPM","TCEM",11
-584,"EF","EFTF",4
-584,"EF","EFSS",1
-584,"EDPM","TCEM",4
-583,"EF","EFTF",0
-583,"EF","EFSS",1
-583,"EDPM","TCEM",9
-582,"EF","EFTF",0
-582,"EF","EFSS",1
-582,"EDPM","TCEM",5
-581,"EF","EFTF",1
-581,"EF","EFSS",2
-581,"EDPM","TCEM",8
-580,"EF","EFTF",0
-580,"EF","EFSS",1
-580,"EDPM","TCEM",7
-579,"EF","EFTF",0
-579,"EF","EFSS",1
-579,"EDPM","TCEM",8
-578,"EF","EFTF",0
-578,"EF","EFSS",1
-578,"EDPM","TCEM",5
-577,"EF","EFTF",0
-577,"EF","EFSS",0
-577,"EDPM","TCEM",5
-576,"EF","EFTF",1
-576,"EF","EFSS",2
-576,"EDPM","TCEM",8
-575,"EF","EFTF",0
-575,"EF","EFSS",0
-575,"EDPM","TCEM",4
-574,"EF","EFTF",0
-574,"EF","EFSS",1
-574,"EDPM","TCEM",6
-573,"EF","EFTF",1
-573,"EF","EFSS",2
-573,"EDPM","TCEM",6
-572,"EF","EFTF",1
-572,"EF","EFSS",4
-572,"EDPM","TCEM",16
-571,"EF","EFTF",2
-571,"EF","EFSS",1
-571,"EDPM","TCEM",10
-570,"EF","EFTF",1
-570,"EF","EFSS",2
-570,"EDPM","TCEM",4
-569,"EF","EFTF",0
-569,"EF","EFSS",0
-569,"EDPM","TCEM",9
-568,"EF","EFTF",0
-568,"EF","EFSS",0
-568,"EDPM","TCEM",9
-567,"EF","EFTF",1
-567,"EF","EFSS",0
-567,"EDPM","TCEM",1
-566,"EF","EFTF",0
-566,"EF","EFSS",0
-566,"EDPM","TCEM",5
-565,"EF","EFTF",0
-565,"EF","EFSS",1
-565,"EDPM","TCEM",7
-564,"EF","EFTF",0
-564,"EF","EFSS",0
-564,"EDPM","TCEM",6
-563,"EF","EFTF",0
-563,"EF","EFSS",0
-563,"EDPM","TCEM",11
-562,"EF","EFTF",2
-562,"EF","EFSS",3
-562,"EDPM","TCEM",5
-561,"EF","EFTF",0
-561,"EF","EFSS",1
-561,"EDPM","TCEM",5
-560,"EF","EFTF",0
-560,"EF","EFSS",1
-560,"EDPM","TCEM",10
-559,"EF","EFTF",1
-559,"EF","EFSS",0
-559,"EDPM","TCEM",4
-558,"EF","EFTF",1
-558,"EF","EFSS",1
-558,"EDPM","TCEM",11
-557,"EF","EFTF",1
-557,"EF","EFSS",0
-557,"EDPM","TCEM",4
-556,"EF","EFTF",1
-556,"EF","EFSS",1
-556,"EDPM","TCEM",12
-555,"EF","EFTF",0
-555,"EF","EFSS",0
-555,"EDPM","TCEM",5
-554,"EF","EFTF",0
-554,"EF","EFSS",1
-554,"EDPM","TCEM",8
-553,"EF","EFTF",0
-553,"EF","EFSS",0
-553,"EDPM","TCEM",9
-552,"EF","EFTF",0
-552,"EF","EFSS",0
-552,"EDPM","TCEM",6
-551,"EF","EFTF",1
-551,"EF","EFSS",2
-551,"EDPM","TCEM",7
-550,"EF","EFTF",0
-550,"EF","EFSS",0
-550,"EDPM","TCEM",8
-549,"EF","EFTF",0
-549,"EF","EFSS",0
-549,"EDPM","TCEM",6
-548,"EF","EFTF",0
-548,"EF","EFSS",0
-548,"EDPM","TCEM",5
-547,"EF","EFTF",0
-547,"EF","EFSS",0
-547,"EDPM","TCEM",7
-546,"EF","EFTF",2
-546,"EF","EFSS",0
-546,"EDPM","TCEM",9
-545,"EF","EFTF",1
-545,"EF","EFSS",2
-545,"EDPM","TCEM",5
-544,"EF","EFTF",2
-544,"EF","EFSS",2
-544,"EDPM","TCEM",8
-543,"EF","EFTF",1
-543,"EF","EFSS",1
-543,"EDPM","TCEM",13
-542,"EF","EFTF",1
-542,"EF","EFSS",4
-542,"EDPM","TCEM",10
-541,"EF","EFTF",1
-541,"EF","EFSS",1
-541,"EDPM","TCEM",4
-540,"EF","EFTF",1
-540,"EF","EFSS",6
-540,"EDPM","TCEM",13
-539,"EF","EFTF",1
-539,"EF","EFSS",1
-539,"EDPM","TCEM",7
-538,"EF","EFTF",1
-538,"EF","EFSS",0
-538,"EDPM","TCEM",9
-537,"EF","EFTF",0
-537,"EF","EFSS",0
-537,"EDPM","TCEM",4
-536,"EF","EFTF",1
-536,"EF","EFSS",1
-536,"EDPM","TCEM",5
-535,"EF","EFTF",1
-535,"EF","EFSS",2
-535,"EDPM","TCEM",11
-534,"EF","EFTF",0
-534,"EF","EFSS",0
-534,"EDPM","TCEM",4
-533,"EF","EFTF",1
-533,"EF","EFSS",1
-533,"EDPM","TCEM",12
-532,"EF","EFTF",0
-532,"EF","EFSS",2
-532,"EDPM","TCEM",6
-531,"EF","EFTF",1
-531,"EF","EFSS",2
-531,"EDPM","TCEM",8
-530,"EF","EFTF",0
-530,"EF","EFSS",0
-530,"EDPM","TCEM",7
-529,"EF","EFTF",0
-529,"EF","EFSS",0
-529,"EDPM","TCEM",7
-528,"EF","EFTF",1
-528,"EF","EFSS",2
-528,"EDPM","TCEM",9
-527,"EF","EFTF",1
-527,"EF","EFSS",1
-527,"EDPM","TCEM",4
-526,"EF","EFTF",1
-526,"EF","EFSS",1
-526,"EDPM","TCEM",8
-525,"EF","EFTF",0
-525,"EF","EFSS",1
-525,"EDPM","TCEM",6
-524,"EF","EFTF",1
-524,"EF","EFSS",2
-524,"EDPM","TCEM",7
-523,"EF","EFTF",0
-523,"EF","EFSS",0
-523,"EDPM","TCEM",4
-522,"EF","EFTF",0
-522,"EF","EFSS",1
-522,"EDPM","TCEM",10
-521,"EF","EFTF",0
-521,"EF","EFSS",1
-521,"EDPM","TCEM",11
-520,"EF","EFTF",0
-520,"EF","EFSS",0
-520,"EDPM","TCEM",5
-519,"EF","EFTF",0
-519,"EF","EFSS",1
-519,"EDPM","TCEM",9
-518,"EF","EFTF",0
-518,"EF","EFSS",2
-518,"EDPM","TCEM",9
-517,"EF","EFTF",1
-517,"EF","EFSS",2
-517,"EDPM","TCEM",6
-516,"EF","EFTF",0
-516,"EF","EFSS",2
-516,"EDPM","TCEM",4
-515,"EF","EFTF",2
-515,"EF","EFSS",1
-515,"EDPM","TCEM",11
-514,"EF","EFTF",1
-514,"EF","EFSS",0
-514,"EDPM","TCEM",2
-513,"EF","EFTF",1
-513,"EF","EFSS",2
-513,"EDPM","TCEM",6
-512,"EF","EFTF",1
-512,"EF","EFSS",3
-512,"EDPM","TCEM",5
-511,"EF","EFTF",0
-511,"EF","EFSS",1
-511,"EDPM","TCEM",7
-510,"EF","EFTF",0
-510,"EF","EFSS",0
-510,"EDPM","TCEM",10
-509,"EF","EFTF",0
-509,"EF","EFSS",0
-509,"EDPM","TCEM",6
-508,"EF","EFTF",0
-508,"EF","EFSS",1
-508,"EDPM","TCEM",13
-507,"EF","EFTF",1
-507,"EF","EFSS",2
-507,"EDPM","TCEM",5
-506,"EF","EFTF",1
-506,"EF","EFSS",1
-506,"EDPM","TCEM",5
-505,"EF","EFTF",0
-505,"EF","EFSS",0
-505,"EDPM","TCEM",1
-504,"EF","EFTF",0
-504,"EF","EFSS",1
-504,"EDPM","TCEM",5
-503,"EF","EFTF",0
-503,"EF","EFSS",0
-503,"EDPM","TCEM",7
-502,"EF","EFTF",1
-502,"EF","EFSS",1
-502,"EDPM","TCEM",3
-501,"EF","EFTF",1
-501,"EF","EFSS",3
-501,"EDPM","TCEM",12
-500,"EF","EFTF",0
-500,"EF","EFSS",2
-500,"EDPM","TCEM",8
-499,"EF","EFTF",0
-499,"EF","EFSS",0
-499,"EDPM","TCEM",7
-498,"EF","EFTF",0
-498,"EF","EFSS",0
-498,"EDPM","TCEM",6
-497,"EF","EFTF",1
-497,"EF","EFSS",0
-497,"EDPM","TCEM",6
-496,"EF","EFTF",0
-496,"EF","EFSS",0
-496,"EDPM","TCEM",4
-495,"EF","EFTF",1
-495,"EF","EFSS",1
-495,"EDPM","TCEM",13
-494,"EF","EFTF",0
-494,"EF","EFSS",0
-494,"EDPM","TCEM",6
-493,"EF","EFTF",2
-493,"EF","EFSS",1
-493,"EDPM","TCEM",8
-492,"EF","EFTF",0
-492,"EF","EFSS",0
-492,"EDPM","TCEM",8
-491,"EF","EFTF",3
-491,"EF","EFSS",3
-491,"EDPM","TCEM",10
-490,"EF","EFTF",0
-490,"EF","EFSS",0
-490,"EDPM","TCEM",9
-489,"EF","EFTF",0
-489,"EF","EFSS",0
-489,"EDPM","TCEM",9
-488,"EF","EFTF",1
-488,"EF","EFSS",0
-488,"EDPM","TCEM",5
-487,"EF","EFTF",1
-487,"EF","EFSS",2
-487,"EDPM","TCEM",7
-486,"EF","EFTF",1
-486,"EF","EFSS",3
-486,"EDPM","TCEM",6
-485,"EF","EFTF",3
-485,"EF","EFSS",1
-485,"EDPM","TCEM",12
-484,"EF","EFTF",1
-484,"EF","EFSS",1
-484,"EDPM","TCEM",7
-483,"EF","EFTF",0
-483,"EF","EFSS",2
-483,"EDPM","TCEM",7
-482,"EF","EFTF",2
-482,"EF","EFSS",2
-482,"EDPM","TCEM",9
-481,"EF","EFTF",0
-481,"EF","EFSS",0
-481,"EDPM","TCEM",4
-480,"EF","EFTF",0
-480,"EF","EFSS",1
-480,"EDPM","TCEM",10
-479,"EF","EFTF",1
-479,"EF","EFSS",1
-479,"EDPM","TCEM",9
-478,"EF","EFTF",0
-478,"EF","EFSS",0
-478,"EDPM","TCEM",6
-477,"EF","EFTF",0
-477,"EF","EFSS",0
-477,"EDPM","TCEM",8
-476,"EF","EFTF",1
-476,"EF","EFSS",2
-476,"EDPM","TCEM",11
-475,"EF","EFTF",0
-475,"EF","EFSS",0
-475,"EDPM","TCEM",8
-474,"EF","EFTF",1
-474,"EF","EFSS",1
-474,"EDPM","TCEM",10
-473,"EF","EFTF",1
-473,"EF","EFSS",3
-473,"EDPM","TCEM",7
-472,"EF","EFTF",0
-472,"EF","EFSS",0
-472,"EDPM","TCEM",9
-471,"EF","EFTF",1
-471,"EF","EFSS",1
-471,"EDPM","TCEM",7
-470,"EF","EFTF",0
-470,"EF","EFSS",0
-470,"EDPM","TCEM",8
-469,"EF","EFTF",0
-469,"EF","EFSS",2
-469,"EDPM","TCEM",10
-468,"EF","EFTF",1
-468,"EF","EFSS",1
-468,"EDPM","TCEM",6
-467,"EF","EFTF",1
-467,"EF","EFSS",0
-467,"EDPM","TCEM",8
-466,"EF","EFTF",0
-466,"EF","EFSS",0
-466,"EDPM","TCEM",2
-465,"EF","EFTF",0
-465,"EF","EFSS",0
-465,"EDPM","TCEM",2
-464,"EF","EFTF",0
-464,"EF","EFSS",0
-464,"EDPM","TCEM",2
-463,"EF","EFTF",1
-463,"EF","EFSS",1
-463,"EDPM","TCEM",8
-462,"EF","EFTF",1
-462,"EF","EFSS",3
-462,"EDPM","TCEM",13
-461,"EF","EFTF",1
-461,"EF","EFSS",1
-461,"EDPM","TCEM",11
-460,"EF","EFTF",0
-460,"EF","EFSS",0
-460,"EDPM","TCEM",5
-459,"EF","EFTF",1
-459,"EF","EFSS",2
-459,"EDPM","TCEM",9
-458,"EF","EFTF",0
-458,"EF","EFSS",1
-458,"EDPM","TCEM",8
-457,"EF","EFTF",0
-457,"EF","EFSS",2
-457,"EDPM","TCEM",11
-456,"EF","EFTF",0
-456,"EF","EFSS",0
-456,"EDPM","TCEM",5
-455,"EF","EFTF",0
-455,"EF","EFSS",1
-455,"EDPM","TCEM",8
-454,"EF","EFTF",0
-454,"EF","EFSS",0
-454,"EDPM","TCEM",11
-453,"EF","EFTF",0
-453,"EF","EFSS",1
-453,"EDPM","TCEM",7
-452,"EF","EFTF",0
-452,"EF","EFSS",0
-452,"EDPM","TCEM",7
-451,"EF","EFTF",0
-451,"EF","EFSS",0
-451,"EDPM","TCEM",9
-450,"EF","EFTF",0
-450,"EF","EFSS",0
-450,"EDPM","TCEM",6
-449,"EF","EFTF",1
-449,"EF","EFSS",1
-449,"EDPM","TCEM",5
-448,"EF","EFTF",1
-448,"EF","EFSS",2
-448,"EDPM","TCEM",7
-447,"EF","EFTF",0
-447,"EF","EFSS",1
-447,"EDPM","TCEM",10
-446,"EF","EFTF",0
-446,"EF","EFSS",1
-446,"EDPM","TCEM",3
-445,"EF","EFTF",0
-445,"EF","EFSS",1
-445,"EDPM","TCEM",5
-444,"EF","EFTF",1
-444,"EF","EFSS",1
-444,"EDPM","TCEM",5
-443,"EF","EFTF",0
-443,"EF","EFSS",0
-443,"EDPM","TCEM",2
-442,"EF","EFTF",1
-442,"EF","EFSS",1
-442,"EDPM","TCEM",10
-441,"EF","EFTF",0
-441,"EF","EFSS",1
-441,"EDPM","TCEM",4
-440,"EF","EFTF",1
-440,"EF","EFSS",3
-440,"EDPM","TCEM",6
-439,"EF","EFTF",1
-439,"EF","EFSS",2
-439,"EDPM","TCEM",7
-438,"EF","EFTF",0
-438,"EF","EFSS",0
-438,"EDPM","TCEM",8
-437,"EF","EFTF",0
-437,"EF","EFSS",0
-437,"EDPM","TCEM",6
-436,"EF","EFTF",1
-436,"EF","EFSS",1
-436,"EDPM","TCEM",8
-435,"EF","EFTF",0
-435,"EF","EFSS",1
-435,"EDPM","TCEM",9
-434,"EF","EFTF",0
-434,"EF","EFSS",2
-434,"EDPM","TCEM",9
-433,"EF","EFTF",0
-433,"EF","EFSS",0
-433,"EDPM","TCEM",4
-432,"EF","EFTF",3
-432,"EF","EFSS",5
-432,"EDPM","TCEM",11
-431,"EF","EFTF",0
-431,"EF","EFSS",0
-431,"EDPM","TCEM",1
-430,"EF","EFTF",1
-430,"EF","EFSS",1
-430,"EDPM","TCEM",9
-429,"EF","EFTF",0
-429,"EF","EFSS",1
-429,"EDPM","TCEM",11
-428,"EF","EFTF",0
-428,"EF","EFSS",0
-428,"EDPM","TCEM",3
-427,"EF","EFTF",0
-427,"EF","EFSS",0
-427,"EDPM","TCEM",5
-426,"EF","EFTF",0
-426,"EF","EFSS",0
-426,"EDPM","TCEM",4
-425,"EF","EFTF",0
-425,"EF","EFSS",0
-425,"EDPM","TCEM",8
-424,"EF","EFTF",1
-424,"EF","EFSS",1
-424,"EDPM","TCEM",7
-423,"EF","EFTF",0
-423,"EF","EFSS",0
-423,"EDPM","TCEM",7
-422,"EF","EFTF",2
-422,"EF","EFSS",3
-422,"EDPM","TCEM",8
-421,"EF","EFTF",0
-421,"EF","EFSS",3
-421,"EDPM","TCEM",8
-420,"EF","EFTF",0
-420,"EF","EFSS",0
-420,"EDPM","TCEM",4
-419,"EF","EFTF",1
-419,"EF","EFSS",0
-419,"EDPM","TCEM",9
-418,"EF","EFTF",0
-418,"EF","EFSS",0
-418,"EDPM","TCEM",8
-417,"EF","EFTF",0
-417,"EF","EFSS",1
-417,"EDPM","TCEM",8
-416,"EF","EFTF",1
-416,"EF","EFSS",2
-416,"EDPM","TCEM",7
-415,"EF","EFTF",0
-415,"EF","EFSS",3
-415,"EDPM","TCEM",11
-414,"EF","EFTF",0
-414,"EF","EFSS",1
-414,"EDPM","TCEM",8
-413,"EF","EFTF",2
-413,"EF","EFSS",2
-413,"EDPM","TCEM",8
-412,"EF","EFTF",0
-412,"EF","EFSS",1
-412,"EDPM","TCEM",3
-411,"EF","EFTF",1
-411,"EF","EFSS",0
-411,"EDPM","TCEM",5
-410,"EF","EFTF",0
-410,"EF","EFSS",0
-410,"EDPM","TCEM",5
-409,"EF","EFTF",0
-409,"EF","EFSS",1
-409,"EDPM","TCEM",7
-408,"EF","EFTF",1
-408,"EF","EFSS",0
-408,"EDPM","TCEM",6
-407,"EF","EFTF",0
-407,"EF","EFSS",0
-407,"EDPM","TCEM",1
-406,"EF","EFTF",1
-406,"EF","EFSS",1
-406,"EDPM","TCEM",8
-405,"EF","EFTF",1
-405,"EF","EFSS",2
-405,"EDPM","TCEM",10
-404,"EF","EFTF",0
-404,"EF","EFSS",2
-404,"EDPM","TCEM",10
-403,"EF","EFTF",2
-403,"EF","EFSS",2
-403,"EDPM","TCEM",9
-402,"EF","EFTF",0
-402,"EF","EFSS",1
-402,"EDPM","TCEM",8
-401,"EF","EFTF",1
-401,"EF","EFSS",2
-401,"EDPM","TCEM",9
-400,"EF","EFTF",1
-400,"EF","EFSS",3
-400,"EDPM","TCEM",9
-399,"EF","EFTF",1
-399,"EF","EFSS",1
-399,"EDPM","TCEM",6
-398,"EF","EFTF",0
-398,"EF","EFSS",1
-398,"EDPM","TCEM",5
-397,"EF","EFTF",0
-397,"EF","EFSS",0
-397,"EDPM","TCEM",8
-396,"EF","EFTF",0
-396,"EF","EFSS",0
-396,"EDPM","TCEM",6
-395,"EF","EFTF",0
-395,"EF","EFSS",0
-395,"EDPM","TCEM",8
-394,"EF","EFTF",0
-394,"EF","EFSS",1
-394,"EDPM","TCEM",4
-393,"EF","EFTF",0
-393,"EF","EFSS",0
-393,"EDPM","TCEM",10
-392,"EF","EFTF",1
-392,"EF","EFSS",2
-392,"EDPM","TCEM",12
-391,"EF","EFTF",1
-391,"EF","EFSS",1
-391,"EDPM","TCEM",7
-390,"EF","EFTF",0
-390,"EF","EFSS",1
-390,"EDPM","TCEM",8
-389,"EF","EFTF",2
-389,"EF","EFSS",4
-389,"EDPM","TCEM",3
-388,"EF","EFTF",2
-388,"EF","EFSS",2
-388,"EDPM","TCEM",9
-387,"EF","EFTF",1
-387,"EF","EFSS",0
-387,"EDPM","TCEM",8
-386,"EF","EFTF",2
-386,"EF","EFSS",3
-386,"EDPM","TCEM",8
-385,"EF","EFTF",0
-385,"EF","EFSS",0
-385,"EDPM","TCEM",5
-384,"EF","EFTF",1
-384,"EF","EFSS",1
-384,"EDPM","TCEM",9
-383,"EF","EFTF",0
-383,"EF","EFSS",0
-383,"EDPM","TCEM",9
-382,"EF","EFTF",1
-382,"EF","EFSS",2
-382,"EDPM","TCEM",11
-381,"EF","EFTF",1
-381,"EF","EFSS",1
-381,"EDPM","TCEM",6
-380,"EF","EFTF",0
-380,"EF","EFSS",0
-380,"EDPM","TCEM",4
-379,"EF","EFTF",1
-379,"EF","EFSS",1
-379,"EDPM","TCEM",7
-378,"EF","EFTF",0
-378,"EF","EFSS",1
-378,"EDPM","TCEM",8
-377,"EF","EFTF",3
-377,"EF","EFSS",2
-377,"EDPM","TCEM",6
-376,"EF","EFTF",1
-376,"EF","EFSS",1
-376,"EDPM","TCEM",9
-375,"EF","EFTF",0
-375,"EF","EFSS",0
-375,"EDPM","TCEM",13
-374,"EF","EFTF",2
-374,"EF","EFSS",2
-374,"EDPM","TCEM",7
-373,"EF","EFTF",1
-373,"EF","EFSS",1
-373,"EDPM","TCEM",8
-372,"EF","EFTF",1
-372,"EF","EFSS",1
-372,"EDPM","TCEM",7
-371,"EF","EFTF",2
-371,"EF","EFSS",1
-371,"EDPM","TCEM",6
-370,"EF","EFTF",1
-370,"EF","EFSS",1
-370,"EDPM","TCEM",10
-369,"EF","EFTF",0
-369,"EF","EFSS",0
-369,"EDPM","TCEM",7
-368,"EF","EFTF",0
-368,"EF","EFSS",1
-368,"EDPM","TCEM",6
-367,"EF","EFTF",1
-367,"EF","EFSS",1
-367,"EDPM","TCEM",3
-366,"EF","EFTF",0
-366,"EF","EFSS",0
-366,"EDPM","TCEM",13
-365,"EF","EFTF",0
-365,"EF","EFSS",0
-365,"EDPM","TCEM",4
-364,"EF","EFTF",0
-364,"EF","EFSS",1
-364,"EDPM","TCEM",3
-363,"EF","EFTF",2
-363,"EF","EFSS",2
-363,"EDPM","TCEM",6
-362,"EF","EFTF",0
-362,"EF","EFSS",1
-362,"EDPM","TCEM",6
-361,"EF","EFTF",0
-361,"EF","EFSS",2
-361,"EDPM","TCEM",7
-360,"EF","EFTF",0
-360,"EF","EFSS",2
-360,"EDPM","TCEM",11
-359,"EF","EFTF",0
-359,"EF","EFSS",0
-359,"EDPM","TCEM",3
-358,"EF","EFTF",0
-358,"EF","EFSS",0
-358,"EDPM","TCEM",5
-357,"EF","EFTF",0
-357,"EF","EFSS",0
-357,"EDPM","TCEM",7
-356,"EF","EFTF",0
-356,"EF","EFSS",2
-356,"EDPM","TCEM",6
-355,"EF","EFTF",0
-355,"EF","EFSS",0
-355,"EDPM","TCEM",8
-354,"EF","EFTF",0
-354,"EF","EFSS",1
-354,"EDPM","TCEM",5
-353,"EF","EFTF",0
-353,"EF","EFSS",0
-353,"EDPM","TCEM",5
-352,"EF","EFTF",0
-352,"EF","EFSS",1
-352,"EDPM","TCEM",12
-351,"EF","EFTF",1
-351,"EF","EFSS",1
-351,"EDPM","TCEM",4
-350,"EF","EFTF",0
-350,"EF","EFSS",1
-350,"EDPM","TCEM",11
-349,"EF","EFTF",0
-349,"EF","EFSS",1
-349,"EDPM","TCEM",7
-348,"EF","EFTF",1
-348,"EF","EFSS",0
-348,"EDPM","TCEM",11
-347,"EF","EFTF",0
-347,"EF","EFSS",0
-347,"EDPM","TCEM",8
-346,"EF","EFTF",1
-346,"EF","EFSS",1
-346,"EDPM","TCEM",7
-345,"EF","EFTF",1
-345,"EF","EFSS",2
-345,"EDPM","TCEM",7
-344,"EF","EFTF",1
-344,"EF","EFSS",1
-344,"EDPM","TCEM",8
-343,"EF","EFTF",0
-343,"EF","EFSS",1
-343,"EDPM","TCEM",2
-342,"EF","EFTF",1
-342,"EF","EFSS",1
-342,"EDPM","TCEM",8
-341,"EF","EFTF",1
-341,"EF","EFSS",1
-341,"EDPM","TCEM",5
-340,"EF","EFTF",1
-340,"EF","EFSS",1
-340,"EDPM","TCEM",8
-339,"EF","EFTF",0
-339,"EF","EFSS",1
-339,"EDPM","TCEM",8
-338,"EF","EFTF",0
-338,"EF","EFSS",1
-338,"EDPM","TCEM",9
-337,"EF","EFTF",1
-337,"EF","EFSS",1
-337,"EDPM","TCEM",8
-336,"EF","EFTF",0
-336,"EF","EFSS",1
-336,"EDPM","TCEM",10
-335,"EF","EFTF",0
-335,"EF","EFSS",0
-335,"EDPM","TCEM",6
-334,"EF","EFTF",1
-334,"EF","EFSS",1
-334,"EDPM","TCEM",9
-333,"EF","EFTF",0
-333,"EF","EFSS",1
-333,"EDPM","TCEM",7
-332,"EF","EFTF",0
-332,"EF","EFSS",0
-332,"EDPM","TCEM",8
-331,"EF","EFTF",1
-331,"EF","EFSS",2
-331,"EDPM","TCEM",9
-330,"EF","EFTF",0
-330,"EF","EFSS",1
-330,"EDPM","TCEM",9
-329,"EF","EFTF",0
-329,"EF","EFSS",1
-329,"EDPM","TCEM",12
-328,"EF","EFTF",0
-328,"EF","EFSS",1
-328,"EDPM","TCEM",10
-327,"EF","EFTF",0
-327,"EF","EFSS",0
-327,"EDPM","TCEM",10
-326,"EF","EFTF",2
-326,"EF","EFSS",2
-326,"EDPM","TCEM",7
-325,"EF","EFTF",0
-325,"EF","EFSS",0
-325,"EDPM","TCEM",6
-324,"EF","EFTF",0
-324,"EF","EFSS",1
-324,"EDPM","TCEM",7
-323,"EF","EFTF",1
-323,"EF","EFSS",1
-323,"EDPM","TCEM",8
-322,"EF","EFTF",1
-322,"EF","EFSS",1
-322,"EDPM","TCEM",11
-321,"EF","EFTF",0
-321,"EF","EFSS",2
-321,"EDPM","TCEM",6
-320,"EF","EFTF",0
-320,"EF","EFSS",0
-320,"EDPM","TCEM",4
-319,"EF","EFTF",0
-319,"EF","EFSS",1
-319,"EDPM","TCEM",5
-318,"EF","EFTF",0
-318,"EF","EFSS",0
-318,"EDPM","TCEM",6
-317,"EF","EFTF",0
-317,"EF","EFSS",0
-317,"EDPM","TCEM",13
-316,"EF","EFTF",0
-316,"EF","EFSS",1
-316,"EDPM","TCEM",8
-315,"EF","EFTF",0
-315,"EF","EFSS",1
-315,"EDPM","TCEM",9
-314,"EF","EFTF",0
-314,"EF","EFSS",0
-314,"EDPM","TCEM",4
-313,"EF","EFTF",0
-313,"EF","EFSS",1
-313,"EDPM","TCEM",6
-312,"EF","EFTF",0
-312,"EF","EFSS",2
-312,"EDPM","TCEM",7
-311,"EF","EFTF",1
-311,"EF","EFSS",2
-311,"EDPM","TCEM",8
-310,"EF","EFTF",0
-310,"EF","EFSS",1
-310,"EDPM","TCEM",7
-309,"EF","EFTF",0
-309,"EF","EFSS",0
-309,"EDPM","TCEM",10
-308,"EF","EFTF",0
-308,"EF","EFSS",1
-308,"EDPM","TCEM",4
-307,"EF","EFTF",0
-307,"EF","EFSS",1
-307,"EDPM","TCEM",6
-306,"EF","EFTF",0
-306,"EF","EFSS",2
-306,"EDPM","TCEM",6
-305,"EF","EFTF",0
-305,"EF","EFSS",1
-305,"EDPM","TCEM",10
-304,"EF","EFTF",0
-304,"EF","EFSS",1
-304,"EDPM","TCEM",4
-303,"EF","EFTF",0
-303,"EF","EFSS",1
-303,"EDPM","TCEM",8
-302,"EF","EFTF",1
-302,"EF","EFSS",2
-302,"EDPM","TCEM",4
-301,"EF","EFTF",1
-301,"EF","EFSS",1
-301,"EDPM","TCEM",8
-300,"EF","EFTF",0
-300,"EF","EFSS",0
-300,"EDPM","TCEM",7
-299,"EF","EFTF",1
-299,"EF","EFSS",1
-299,"EDPM","TCEM",1
-298,"EF","EFTF",0
-298,"EF","EFSS",0
-298,"EDPM","TCEM",12
-297,"EF","EFTF",0
-297,"EF","EFSS",1
-297,"EDPM","TCEM",5
-296,"EF","EFTF",1
-296,"EF","EFSS",1
-296,"EDPM","TCEM",9
-295,"EF","EFTF",0
-295,"EF","EFSS",1
-295,"EDPM","TCEM",7
-294,"EF","EFTF",0
